customer_id,email,first_name,middle_initial,last_name,phone,signup_date,last_purchase_date,last_login_date,customer_tier,region,acquisition_channel,gender,age_bracket,top_category,total_revenue,avg_order_value,total_orders,site_visits_30d,emails_opened_30d,cart_abandons,items_in_wishlist,customer_lifetime_days,recency_days,email_subscribed,sms_subscribed,premium_member,at_risk_churn
C0642,robert.smith642@email.com,Robert,B,Smith,555-7910,2023-10-18,2024-01-25,2024-03-11,Bronze,Midwest,Email,M,35-44,Sports,195.58,97.79,2,18,10,3,8,150,51,FALSE,TRUE,FALSE,FALSE
C0643,brian.nguyen643@email.com,Brian,C,Nguyen,555-7938,2021-09-30,2023-11-18,2023-12-18,Bronze,Southeast,,Prefer not to say,45-54,Electronics,621.3,103.55,6,26,19,4,4,898,119,FALSE,FALSE,FALSE,TRUE
C0644,jason.white644@email.com,Jason,H,White,555-1100,2021-01-05,2024-02-08,2024-03-12,Bronze,West,Referral,M,35-44,Home,1062.8,106.28,10,31,23,5,2,1166,37,TRUE,FALSE,FALSE,FALSE
C0645,ronald.hill645@email.com,Ronald,R,Hill,555-8707,2020-12-08,2024-03-04,2024-02-19,Gold,Midwest,Direct,M,18-24,Clothing,9158.4,228.96,40,40,18,2,16,1194,12,TRUE,TRUE,TRUE,FALSE
C0646,melissa.roberts646@email.com,Melissa,A,Roberts,,2023-02-02,2024-02-03,2024-03-09,Bronze,West,Organic,F,45-54,Home,814.31,116.33,7,17,16,2,9,408,42,FALSE,FALSE,FALSE,FALSE
C0647,dorothy.smith647@email.com,Dorothy,A,Smith,555-4405,2020-04-13,2023-10-09,2024-01-30,Bronze,Northeast,Email,F,25-34,Electronics,952.65,105.85,9,22,19,5,5,1433,159,TRUE,FALSE,FALSE,TRUE
C0648,anthony.campbell648@email.com,Anthony,H,Campbell,555-8208,2022-07-24,2024-01-28,2024-03-13,Silver,West,,M,25-34,Clothing,3163.19,186.07,17,17,21,5,15,601,48,TRUE,FALSE,FALSE,FALSE
C0649,jason.johnson649@email.com,Jason,W,Johnson,555-2095,2023-06-23,2024-02-18,2024-02-18,Bronze,Northeast,Direct,M,45-54,Clothing,330.21,110.07,3,26,20,4,7,267,27,FALSE,FALSE,FALSE,FALSE
C0650,kenneth.king650@email.com,Kenneth,M,King,555-5967,2023-04-05,2024-02-25,2024-02-24,Bronze,Southeast,Paid Search,M,45-54,Clothing,552.3,92.05,6,21,15,4,8,346,20,FALSE,TRUE,FALSE,FALSE
C0651,rebecca.davis651@email.com,Rebecca,,Davis,555-5189,2021-03-19,2024-02-06,2024-02-23,Gold,Southwest,Paid Search,Prefer not to say,65+,Books,8641.2,216.03,40,24,37,3,13,1093,39,TRUE,FALSE,TRUE,FALSE
C0652,george.flores652@email.com,George,N,Flores,555-4293,2023-02-20,2024-03-13,2024-02-19,Bronze,Midwest,Referral,M,45-54,Beauty,712.26,118.71,6,22,15,2,5,390,3,FALSE,TRUE,FALSE,FALSE
C0653,anthony.mitchell653@email.com,Anthony,R,Mitchell,555-7396,2023-11-13,2024-02-17,2024-03-04,Silver,Midwest,Direct,M,55-64,Beauty,913.65,182.73,5,45,18,1,7,124,28,TRUE,FALSE,FALSE,FALSE
C0654,amanda.jones654@email.com,Amanda,J,Jones,555-3901,2021-12-03,2024-03-06,2024-03-05,Bronze,Southwest,Email,Prefer not to say,25-34,Electronics,433.0,86.6,5,41,18,1,14,834,10,FALSE,FALSE,FALSE,FALSE
C0655,mary.walker655@email.com,Mary,J,Walker,555-7028,2024-01-09,2024-02-18,2024-02-18,Silver,Midwest,Organic,F,45-54,Sports,377.64,188.82,2,32,14,1,14,67,27,TRUE,FALSE,FALSE,FALSE
C0656,steven.baker656@email.com,Steven,H,Baker,555-1296,2020-03-02,2024-02-21,2024-02-18,Silver,Southeast,Referral,Prefer not to say,45-54,Home,4901.49,148.53,33,17,25,2,7,1475,24,FALSE,FALSE,FALSE,FALSE
C0657,deborah.hall657@email.com,Deborah,S,Hall,,2022-10-15,2024-02-24,2024-03-02,Bronze,Northeast,Organic,Other,65+,Home,768.81,109.83,7,29,12,4,8,518,21,TRUE,FALSE,FALSE,FALSE
C0658,dorothy.martinez658@email.com,Dorothy,W,Martinez,,2022-01-22,2023-12-09,2024-01-17,Bronze,Northeast,Paid Search,Other,45-54,Sports,565.14,94.19,6,29,14,0,8,784,98,FALSE,FALSE,FALSE,TRUE
C0659,andrew.hernandez659@email.com,Andrew,G,Hernandez,555-7194,2023-06-28,2024-02-05,2024-03-04,Bronze,Southeast,Paid Search,M,25-34,Clothing,345.96,115.32,3,30,15,2,4,262,40,FALSE,FALSE,FALSE,FALSE
C0660,steven.rivera660@email.com,Steven,T,Rivera,555-3855,2020-01-03,2024-03-13,2024-02-28,Bronze,Northeast,Paid Search,Prefer not to say,25-34,Sports,1529.2,76.46,20,27,10,0,10,1534,3,TRUE,FALSE,FALSE,FALSE
C0661,david.smith661@email.com,David,E,Smith,555-6803,2023-08-13,2024-01-20,2024-03-07,Gold,Midwest,Social,M,25-34,Clothing,3216.98,247.46,13,35,21,5,14,216,56,FALSE,FALSE,FALSE,FALSE
C0662,susan.rivera662@email.com,Susan,E,Rivera,555-9328,2020-02-04,2024-02-19,2024-03-14,Silver,West,Social,F,25-34,Beauty,4685.72,180.22,26,36,13,1,13,1502,26,TRUE,FALSE,FALSE,FALSE
C0663,jacob.sanchez663@email.com,Jacob,S,Sanchez,555-5008,2020-05-16,2024-02-24,2024-03-11,Gold,Southeast,Paid Search,M,45-54,Books,7578.48,180.44,42,48,25,4,4,1400,21,TRUE,FALSE,TRUE,FALSE
C0664,paul.jackson664@email.com,Paul,H,Jackson,555-8758,2023-09-07,2024-01-29,2024-03-07,Bronze,Midwest,Social,M,18-24,Electronics,72.25,72.25,1,36,10,2,3,191,47,TRUE,FALSE,FALSE,FALSE
C0665,jessica.wilson665@email.com,Jessica,R,Wilson,555-6861,2021-01-13,2024-03-06,2024-03-06,Bronze,Southeast,Email,Prefer not to say,55-64,Books,392.2,78.44,5,30,11,1,13,1158,10,TRUE,TRUE,FALSE,FALSE
C0666,barbara.nguyen666@email.com,Barbara,N,Nguyen,,2022-12-07,2023-12-04,2023-11-18,Silver,West,Referral,Prefer not to say,45-54,Home,2154.32,153.88,14,29,20,5,14,465,103,TRUE,FALSE,FALSE,TRUE
C0667,rebecca.adams667@email.com,Rebecca,K,Adams,555-2502,2023-07-14,2024-01-08,2024-01-01,Silver,Southwest,Social,F,35-44,Sports,1622.97,180.33,9,18,12,0,4,246,68,FALSE,FALSE,FALSE,TRUE
C0668,amanda.jackson668@email.com,Amanda,B,Jackson,,2022-05-11,2024-01-19,2024-03-04,Platinum,Midwest,Organic,Prefer not to say,18-24,Sports,19373.16,334.02,58,87,19,1,29,675,57,TRUE,FALSE,TRUE,FALSE
C0669,nancy.lee669@email.com,Nancy,S,Lee,555-7326,2021-07-11,2024-02-07,2024-03-01,Silver,Midwest,Referral,F,25-34,Sports,5699.2,178.1,32,22,18,1,2,979,38,FALSE,TRUE,FALSE,FALSE
C0670,margaret.wilson670@email.com,Margaret,H,Wilson,555-6144,2023-06-11,2024-02-28,2024-02-19,Bronze,West,Referral,Prefer not to say,55-64,Beauty,453.5,90.7,5,43,17,5,5,279,17,TRUE,FALSE,FALSE,FALSE
C0671,deborah.flores671@email.com,Deborah,J,Flores,555-8387,2021-08-06,2023-10-16,2023-12-16,Bronze,West,Referral,F,65+,Beauty,1251.77,96.29,13,16,18,4,8,953,152,FALSE,TRUE,FALSE,TRUE
C0672,thomas.thomas672@email.com,Thomas,A,Thomas,555-8299,2020-09-21,2024-02-07,2024-03-11,Bronze,Southeast,,Other,35-44,Home,939.5,93.95,10,37,21,2,7,1272,38,FALSE,TRUE,FALSE,FALSE
C0673,deborah.martin673@email.com,Deborah,C,Martin,555-4660,2023-03-06,2024-03-03,2024-03-05,Bronze,Southwest,Referral,Prefer not to say,45-54,Electronics,153.64,76.82,2,42,19,4,13,376,13,TRUE,FALSE,FALSE,FALSE
C0674,jennifer.taylor674@email.com,Jennifer,W,Taylor,555-5249,2023-11-25,2024-02-02,2024-02-21,Bronze,Southeast,Social,F,25-34,Beauty,162.28,81.14,2,20,14,6,8,112,43,TRUE,FALSE,FALSE,FALSE
C0675,donald.nelson675@email.com,Donald,,Nelson,555-8385,2024-01-02,2024-03-12,2024-03-11,Silver,Southwest,Social,Prefer not to say,18-24,Sports,582.3,194.1,3,19,16,3,14,74,4,FALSE,FALSE,FALSE,FALSE
C0676,mark.williams676@email.com,Mark,L,Williams,,2021-04-12,2024-01-27,2024-03-10,Silver,Southeast,Paid Search,Other,18-24,Clothing,3354.83,176.57,19,39,18,5,15,1069,49,TRUE,TRUE,FALSE,FALSE
C0677,william.thompson677@email.com,William,D,Thompson,555-1163,2021-04-15,2024-01-26,2024-02-29,Bronze,Midwest,Direct,M,18-24,Clothing,1012.55,92.05,11,26,8,3,15,1066,50,FALSE,FALSE,FALSE,FALSE
C0678,nancy.harris678@email.com,Nancy,C,Harris,555-3835,2021-04-17,2024-01-24,2024-02-26,Gold,Northeast,Direct,Other,25-34,Clothing,8548.75,244.25,35,48,25,2,4,1064,52,TRUE,FALSE,TRUE,FALSE
C0679,karen.brown679@email.com,Karen,B,Brown,555-7776,2021-06-14,2024-02-04,2024-02-27,Gold,Southwest,Direct,F,45-54,Books,9911.5,198.23,50,51,19,1,3,1006,41,TRUE,FALSE,TRUE,FALSE
C0680,lisa.king680@email.com,Lisa,C,King,555-6188,2023-05-11,2024-01-26,2024-03-13,Bronze,Northeast,Organic,F,18-24,Sports,504.54,84.09,6,30,15,5,5,310,50,FALSE,TRUE,FALSE,FALSE
C0681,charles.rivera681@email.com,Charles,W,Rivera,555-1819,2023-10-03,2024-02-24,2024-02-21,Gold,Southwest,Paid Search,M,25-34,Sports,1568.35,224.05,7,18,16,5,7,165,21,FALSE,FALSE,FALSE,FALSE
C0682,emily.taylor682@email.com,Emily,W,Taylor,555-3679,2020-02-13,2024-01-28,2024-02-21,Silver,Southeast,Social,Prefer not to say,35-44,Home,3577.42,162.61,22,35,20,6,5,1493,48,TRUE,FALSE,FALSE,FALSE
C0683,rebecca.johnson683@email.com,Rebecca,T,Johnson,555-6416,2020-01-25,2024-02-13,2024-03-07,Bronze,Southwest,Direct,Prefer not to say,25-34,Clothing,503.45,100.69,5,42,18,1,14,1512,32,FALSE,FALSE,FALSE,FALSE
C0684,jeffrey.anderson684@email.com,Jeffrey,R,Anderson,555-8768,2021-10-15,2024-03-06,2024-02-26,Gold,Southwest,Paid Search,Other,55-64,Books,6539.7,217.99,30,22,28,2,19,883,10,TRUE,TRUE,TRUE,FALSE
C0685,donna.baker685@email.com,Donna,N,Baker,555-5003,2022-08-06,2024-02-23,2024-03-12,Gold,Southeast,Organic,Other,18-24,Beauty,7136.61,182.99,39,23,24,0,12,588,22,TRUE,FALSE,FALSE,FALSE
C0686,dorothy.hernandez686@email.com,Dorothy,,Hernandez,555-3896,2020-11-06,2024-02-19,2024-03-06,Bronze,West,Social,F,35-44,Sports,955.7,95.57,10,28,25,3,10,1226,26,FALSE,TRUE,FALSE,FALSE
C0687,mark.martin687@email.com,Mark,E,Martin,555-1015,2020-03-28,2024-02-25,2024-02-20,Gold,Southeast,Direct,M,25-34,Electronics,10822.5,216.45,50,52,30,1,22,1449,20,TRUE,FALSE,TRUE,FALSE
C0688,dorothy.lewis688@email.com,Dorothy,F,Lewis,,2021-01-09,2024-01-20,2024-03-12,Bronze,Southwest,Email,F,55-64,Beauty,704.13,100.59,7,45,24,4,14,1162,56,TRUE,FALSE,FALSE,FALSE
C0689,susan.rivera689@email.com,Susan,F,Rivera,555-4263,2020-08-15,2024-02-19,2024-03-09,Gold,Northeast,Paid Search,Other,35-44,Clothing,39652.45,922.15,43,57,19,2,10,1309,26,FALSE,TRUE,TRUE,FALSE
C0690,emily.campbell690@email.com,Emily,,Campbell,555-3651,2022-05-05,2024-01-19,2024-03-09,Gold,Southwest,Paid Search,F,25-34,Sports,9740.78,237.58,41,63,22,0,22,681,57,FALSE,FALSE,TRUE,FALSE
C0691,sharon.carter691@email.com,Sharon,,Carter,555-2868,2023-07-16,2024-03-01,2024-02-22,Platinum,West,Direct,Prefer not to say,25-34,Beauty,17424.96,829.76,21,24,31,4,5,244,15,TRUE,TRUE,FALSE,FALSE
C0692,sandra.carter692@email.com,Sandra,C,Carter,555-6330,2023-12-21,2024-02-10,2024-02-28,Gold,Midwest,Organic,F,55-64,Home,1047.85,209.57,5,33,13,0,12,86,35,TRUE,FALSE,FALSE,FALSE
C0693,sarah.robinson693@email.com,Sarah,D,Robinson,555-9243,2023-11-23,2024-01-31,2024-02-18,Bronze,Southeast,Social,Prefer not to say,55-64,Home,194.1,97.05,2,37,12,5,8,114,45,TRUE,FALSE,FALSE,FALSE
C0694,lisa.robinson694@email.com,Lisa,T,Robinson,555-3662,2021-12-04,2024-01-27,2024-02-25,Bronze,Midwest,,F,45-54,Sports,915.85,70.45,13,15,22,2,12,833,49,TRUE,FALSE,FALSE,FALSE
C0695,patricia.johnson695@email.com,Patricia,W,Johnson,555-8492,2021-09-20,2024-02-15,2024-02-28,Gold,Southwest,Referral,Prefer not to say,55-64,Home,9919.98,236.19,42,27,31,2,7,908,30,FALSE,TRUE,TRUE,FALSE
C0696,kenneth.hill696@email.com,Kenneth,J,Hill,555-1161,2023-05-23,2024-01-18,2024-03-14,Bronze,Midwest,Social,Prefer not to say,35-44,Sports,455.46,75.91,6,16,20,3,6,298,58,TRUE,FALSE,FALSE,FALSE
C0697,edward.anderson697@email.com,Edward,,Anderson,555-4112,2023-09-25,2024-03-06,2024-02-15,Gold,Northeast,,M,25-34,Electronics,2181.63,198.33,11,48,28,2,22,173,10,FALSE,FALSE,TRUE,FALSE
C0698,kimberly.sanchez698@email.com,Kimberly,N,Sanchez,555-6830,2023-08-14,2024-02-12,2024-02-20,Bronze,Northeast,Referral,Other,45-54,Clothing,391.6,97.9,4,42,17,3,9,215,33,TRUE,FALSE,FALSE,FALSE
C0699,rebecca.nelson699@email.com,Rebecca,A,Nelson,555-4343,2022-05-25,2024-02-17,2024-02-27,Silver,Midwest,Organic,Prefer not to say,45-54,Clothing,2689.06,158.18,17,16,20,3,6,661,28,FALSE,FALSE,FALSE,FALSE
C0700,linda.lee700@email.com,Linda,P,Lee,555-3243,2021-10-07,2024-01-18,2024-03-03,Platinum,Midwest,Paid Search,F,55-64,Books,24681.3,357.7,69,52,10,1,11,891,58,TRUE,FALSE,FALSE,FALSE
C0701,matthew.miller701@email.com,Matthew,H,Miller,555-6120,2020-01-13,2024-02-02,2024-03-10,Silver,Northeast,Email,Other,25-34,Clothing,3367.98,153.09,22,16,8,5,5,1524,43,FALSE,FALSE,FALSE,FALSE
C0702,patricia.hernandez702@email.com,Patricia,J,Hernandez,555-9938,2024-02-07,2024-02-19,2024-03-12,Bronze,Midwest,Email,Prefer not to say,18-24,Electronics,97.71,97.71,1,26,12,5,15,38,26,FALSE,FALSE,FALSE,FALSE
C0703,laura.brown703@email.com,Laura,B,Brown,555-2519,2021-06-13,2024-02-15,2024-03-12,Silver,West,Social,Other,35-44,Sports,4636.32,178.32,26,31,17,0,15,1007,30,TRUE,FALSE,FALSE,FALSE
C0704,patricia.thompson704@email.com,Patricia,T,Thompson,555-4641,2021-02-03,2024-01-19,2024-03-10,Bronze,Midwest,Email,F,55-64,Books,1148.62,104.42,11,28,9,4,9,1137,57,FALSE,FALSE,FALSE,FALSE
C0705,mary.jackson705@email.com,Mary,P,Jackson,555-2025,2021-10-03,2024-01-20,2024-03-12,Bronze,Southeast,Email,F,45-54,Electronics,2120.21,111.59,19,40,24,0,3,895,56,TRUE,FALSE,FALSE,FALSE
C0706,jacob.carter706@email.com,Jacob,F,Carter,555-7512,2023-04-20,2024-02-07,2024-02-19,Gold,Northeast,Referral,Prefer not to say,35-44,Beauty,4601.99,242.21,19,43,18,0,11,331,38,TRUE,TRUE,FALSE,FALSE
C0707,donna.johnson707@email.com,Donna,H,Johnson,555-6576,2020-12-01,2024-01-27,2024-02-16,Bronze,Southwest,Email,F,25-34,Beauty,722.26,103.18,7,38,24,6,10,1201,49,FALSE,FALSE,FALSE,FALSE
C0708,george.adams708@email.com,George,M,Adams,555-3071,2022-11-27,2024-02-10,2024-03-09,Gold,Southwest,Email,Prefer not to say,18-24,Beauty,5085.96,231.18,22,42,10,6,4,475,35,FALSE,FALSE,FALSE,FALSE
C0709,laura.taylor709@email.com,Laura,D,Taylor,555-4376,2022-05-21,2024-01-06,2023-12-04,Silver,Southwest,Organic,Other,35-44,Home,4527.9,150.93,30,25,21,6,10,665,70,TRUE,FALSE,FALSE,TRUE
C0710,jacob.johnson710@email.com,Jacob,F,Johnson,555-8295,2022-08-16,2024-03-14,2024-02-20,Silver,Northeast,Direct,M,35-44,Clothing,4300.56,195.48,22,17,18,5,10,578,2,FALSE,FALSE,FALSE,FALSE
C0711,amanda.clark711@email.com,Amanda,,Clark,555-2996,2023-03-24,2024-02-08,2024-03-14,Bronze,West,Referral,F,65+,Home,228.84,76.28,3,26,11,1,13,358,37,FALSE,FALSE,FALSE,FALSE
C0712,daniel.lee712@email.com,Daniel,,Lee,555-4476,2024-01-03,2024-02-08,2024-03-08,Bronze,West,,M,18-24,Beauty,94.81,94.81,1,37,19,4,13,73,37,TRUE,TRUE,FALSE,FALSE
C0713,stephanie.roberts713@email.com,Stephanie,P,Roberts,,2023-07-20,2024-02-19,2024-02-23,Platinum,West,Email,Other,45-54,Clothing,6431.12,338.48,19,50,21,0,15,240,26,TRUE,FALSE,TRUE,FALSE
C0714,michael.hernandez714@email.com,Michael,P,Hernandez,555-7196,2022-04-19,2024-02-15,2024-03-05,Bronze,West,Direct,Prefer not to say,35-44,Beauty,815.21,74.11,11,17,9,0,11,697,30,FALSE,TRUE,FALSE,FALSE
C0715,robert.harris715@email.com,Robert,B,Harris,555-9959,2020-01-03,2024-02-11,2024-02-20,Bronze,Southeast,Referral,Other,45-54,Sports,1037.63,94.33,11,23,16,5,6,1534,34,TRUE,FALSE,FALSE,FALSE
C0716,donald.allen716@email.com,Donald,A,Allen,555-3836,2022-11-01,2024-03-07,2024-02-17,Silver,Southeast,,M,45-54,Sports,4260.98,185.26,23,41,18,4,13,501,9,TRUE,FALSE,FALSE,FALSE
C0717,jason.miller717@email.com,Jason,J,Miller,555-1575,2021-02-19,2024-02-26,2024-02-20,Bronze,Midwest,Direct,M,18-24,Electronics,1048.96,95.36,11,31,15,5,5,1121,19,TRUE,TRUE,FALSE,FALSE
C0718,anthony.gonzalez718@email.com,Anthony,P,Gonzalez,555-4052,2023-01-21,2024-02-22,2024-03-01,Bronze,Midwest,,M,18-24,Sports,592.45,118.49,5,22,10,4,2,420,23,TRUE,TRUE,FALSE,FALSE
C0719,thomas.nguyen719@email.com,Thomas,J,Nguyen,555-4935,2023-02-02,2024-02-14,2024-03-11,Silver,West,Paid Search,Other,25-34,Beauty,3205.08,178.06,18,29,8,4,13,408,31,FALSE,FALSE,FALSE,FALSE
C0720,andrew.martin720@email.com,Andrew,F,Martin,555-5342,2023-11-22,2024-02-14,2024-03-15,Silver,Southeast,,M,25-34,Electronics,569.13,189.71,3,28,11,5,8,115,31,TRUE,FALSE,FALSE,FALSE
C0721,kevin.thompson721@email.com,Kevin,H,Thompson,555-7784,2024-01-17,2024-01-24,2024-02-26,Bronze,Southwest,Email,M,18-24,Clothing,99.17,99.17,1,18,23,1,4,59,52,FALSE,TRUE,FALSE,FALSE
C0722,brian.robinson722@email.com,Brian,C,Robinson,555-9856,2022-02-18,2024-02-13,2024-03-12,Silver,Northeast,Organic,M,45-54,Home,3022.8,151.14,20,44,16,5,8,757,32,TRUE,FALSE,FALSE,FALSE
C0723,andrew.ramirez723@email.com,Andrew,,Ramirez,555-4695,2021-09-09,2024-02-02,2024-02-21,Bronze,Southwest,Email,Other,25-34,Sports,671.76,74.64,9,23,10,1,13,919,43,TRUE,FALSE,FALSE,FALSE
C0724,thomas.hall724@email.com,Thomas,M,Hall,555-4680,2020-09-24,2024-02-20,2024-03-14,Silver,Northeast,Referral,M,55-64,Home,4526.4,141.45,32,41,19,4,10,1269,25,TRUE,TRUE,FALSE,FALSE
C0725,stephanie.lewis725@email.com,Stephanie,N,Lewis,555-5678,2024-02-09,2024-02-27,2024-03-06,Silver,Southeast,Direct,F,55-64,Home,192.73,192.73,1,29,20,0,2,36,18,TRUE,TRUE,FALSE,FALSE
C0726,kenneth.williams726@email.com,Kenneth,E,Williams,,2021-09-07,2024-02-27,2024-03-01,Bronze,Southeast,Referral,M,55-64,Books,1706.8,100.4,17,22,16,4,6,921,18,FALSE,TRUE,FALSE,FALSE
C0727,joshua.lewis727@email.com,Joshua,A,Lewis,555-3727,2021-02-12,2024-01-30,2024-03-03,Gold,West,,Other,55-64,Beauty,8005.25,195.25,41,46,30,0,21,1128,46,TRUE,FALSE,TRUE,FALSE
C0728,david.taylor728@email.com,David,,Taylor,555-1379,2023-04-02,2024-02-20,2024-03-15,Platinum,Midwest,Organic,M,55-64,Books,9495.0,379.8,25,58,28,3,16,349,25,TRUE,FALSE,FALSE,FALSE
C0729,paul.sanchez729@email.com,Paul,B,Sanchez,,2023-05-07,2023-10-31,2023-12-06,Gold,Midwest,Referral,Prefer not to say,35-44,Clothing,3576.75,238.45,15,18,24,0,7,314,137,FALSE,FALSE,FALSE,TRUE
C0730,thomas.adams730@email.com,Thomas,A,Adams,,2021-02-20,2024-03-06,2024-02-22,Bronze,Southeast,Direct,M,65+,Home,858.0,71.5,12,33,16,6,8,1120,10,TRUE,TRUE,FALSE,FALSE
C0731,dorothy.scott731@email.com,Dorothy,T,Scott,555-3257,2023-08-29,2024-02-15,2024-03-08,Bronze,Southeast,Paid Search,F,25-34,Beauty,590.25,118.05,5,30,16,5,7,200,30,FALSE,FALSE,FALSE,FALSE
C0732,michael.smith732@email.com,Michael,F,Smith,555-3285,2023-02-03,2023-10-31,2024-01-24,Gold,Southwest,,Prefer not to say,18-24,Clothing,3449.64,202.92,17,63,30,0,3,407,137,TRUE,TRUE,TRUE,TRUE
C0733,kimberly.martinez733@email.com,Kimberly,A,Martinez,,2020-12-25,2024-02-24,2024-03-08,Bronze,Midwest,Direct,F,18-24,Beauty,670.32,74.48,9,15,23,5,8,1177,21,FALSE,FALSE,FALSE,FALSE
C0734,laura.martinez734@email.com,Laura,P,Martinez,555-5912,2022-02-23,2024-02-22,2024-02-27,Gold,Southwest,Paid Search,F,35-44,Electronics,8728.3,235.9,37,36,34,4,6,752,23,FALSE,TRUE,TRUE,FALSE
C0735,rebecca.walker735@email.com,Rebecca,F,Walker,555-1062,2022-11-09,2024-02-12,2024-02-17,Silver,Midwest,Organic,F,65+,Home,3827.2,191.36,20,43,22,3,15,493,33,FALSE,FALSE,FALSE,FALSE
C0736,brian.wilson736@email.com,Brian,B,Wilson,555-2783,2022-11-11,2024-03-06,2024-03-13,Bronze,Midwest,Social,M,25-34,Beauty,1062.88,81.76,13,28,20,4,4,491,10,TRUE,FALSE,FALSE,FALSE
C0737,susan.lopez737@email.com,Susan,,Lopez,555-5528,2021-08-02,2024-02-01,2024-02-26,Silver,West,Direct,Other,18-24,Beauty,3186.33,151.73,21,15,21,1,6,957,44,FALSE,FALSE,FALSE,FALSE
C0738,barbara.johnson738@email.com,Barbara,N,Johnson,555-1299,2021-12-12,2023-10-18,2023-12-26,Gold,West,Paid Search,Prefer not to say,45-54,Clothing,6199.36,193.73,32,38,13,1,15,825,150,TRUE,FALSE,FALSE,TRUE
C0739,timothy.mitchell739@email.com,Timothy,T,Mitchell,555-1957,2021-02-18,2024-01-17,2024-02-15,Bronze,Northeast,Email,M,65+,Home,1072.94,97.54,11,40,16,0,2,1122,59,TRUE,TRUE,FALSE,FALSE
C0740,donna.nelson740@email.com,Donna,B,Nelson,555-2719,2023-07-14,2024-03-15,2024-02-24,Silver,Southwest,Social,Prefer not to say,55-64,Home,1399.5,155.5,9,29,24,2,15,246,1,TRUE,TRUE,FALSE,FALSE
C0741,james.young741@email.com,James,W,Young,555-8268,2022-12-06,2023-12-22,2023-11-21,Gold,Southwest,Email,M,18-24,Clothing,4827.01,209.87,23,58,34,4,6,466,85,TRUE,FALSE,TRUE,TRUE
C0742,george.anderson742@email.com,George,,Anderson,555-2737,2020-01-15,2024-01-24,2024-02-20,Bronze,Southeast,Organic,Prefer not to say,45-54,Sports,1236.48,88.32,14,35,16,5,15,1522,52,TRUE,FALSE,FALSE,FALSE
C0743,jason.sanchez743@email.com,Jason,N,Sanchez,555-8469,2021-06-15,2024-03-06,2024-03-13,Silver,Southwest,Paid Search,M,45-54,Electronics,2905.02,161.39,18,42,19,5,13,1005,10,TRUE,FALSE,FALSE,FALSE
C0744,andrew.smith744@email.com,Andrew,M,Smith,,2023-08-21,2024-03-01,2024-03-15,Silver,Southwest,Organic,M,18-24,Beauty,1090.14,181.69,6,24,25,6,6,208,15,TRUE,FALSE,FALSE,FALSE
C0745,patricia.martinez745@email.com,Patricia,,Martinez,555-7177,2022-09-02,2024-01-01,2024-01-11,Gold,Southeast,Referral,F,45-54,Electronics,7136.32,223.01,32,17,10,0,7,561,75,FALSE,FALSE,FALSE,TRUE
C0746,mary.thomas746@email.com,Mary,L,Thomas,555-2821,2020-10-07,2024-01-21,2024-02-24,Silver,West,Paid Search,Other,65+,Books,4737.28,148.04,32,18,18,2,6,1256,55,TRUE,FALSE,FALSE,FALSE
C0747,william.jackson747@email.com,William,P,Jackson,555-7058,2021-07-27,2024-01-27,2024-02-24,Silver,Southeast,Direct,M,18-24,Clothing,5327.68,166.49,32,29,11,2,8,963,49,TRUE,FALSE,FALSE,FALSE
C0748,andrew.lee748@email.com,Andrew,H,Lee,555-4042,2022-06-24,2024-03-06,2024-02-16,Bronze,Midwest,Email,M,45-54,Beauty,631.68,105.28,6,23,20,5,10,631,10,TRUE,FALSE,FALSE,FALSE
C0749,christopher.smith749@email.com,Christopher,N,Smith,555-3356,2022-09-06,2024-02-14,2024-02-25,Platinum,Northeast,Referral,Other,55-64,Books,15126.6,296.6,51,27,31,2,16,557,31,TRUE,FALSE,FALSE,FALSE
C0750,elizabeth.brown750@email.com,Elizabeth,M,Brown,555-5255,2020-01-13,2024-02-24,2024-03-09,Bronze,Southwest,Direct,F,45-54,Sports,468.55,93.71,5,42,22,3,6,1524,21,FALSE,FALSE,FALSE,FALSE
C0751,patricia.campbell751@email.com,Patricia,J,Campbell,555-2261,2023-04-16,2024-03-04,2024-02-24,Silver,Northeast,Social,Prefer not to say,65+,Books,1659.46,150.86,11,29,14,1,2,335,12,TRUE,TRUE,FALSE,FALSE
C0752,sarah.davis752@email.com,Sarah,D,Davis,555-1937,2021-08-26,2024-01-21,2024-02-19,Bronze,Southeast,Referral,Prefer not to say,55-64,Home,1789.76,111.86,16,18,21,4,2,933,55,TRUE,TRUE,FALSE,FALSE
C0753,jacob.moore753@email.com,Jacob,N,Moore,555-2268,2020-05-04,2023-12-04,2023-11-20,Silver,West,Paid Search,M,45-54,Beauty,3711.4,185.57,20,44,14,3,14,1412,103,TRUE,TRUE,FALSE,TRUE
C0754,sarah.moore754@email.com,Sarah,H,Moore,555-8218,2020-11-23,2024-02-05,2024-02-21,Silver,Midwest,Referral,F,25-34,Clothing,4753.54,153.34,31,25,16,0,4,1209,40,FALSE,FALSE,FALSE,FALSE
C0755,sandra.rivera755@email.com,Sandra,S,Rivera,555-2425,2020-11-23,2024-01-23,2024-03-10,Gold,Midwest,Paid Search,F,55-64,Books,8996.22,219.42,41,42,31,2,12,1209,53,TRUE,TRUE,TRUE,FALSE
